source,destination,timestamp
openclaw-gateway,details-v1,2026-03-24 13:28:00
openclaw-gateway,ratings-v1,2026-03-24 13:28:00
reviews-v2,ratings-v1,2026-03-24 13:28:00
reviews-v3,ratings-v1,2026-03-24 13:28:00
unknown,ratings-v1,2026-03-24 13:28:00
ratings-v1-5f7bb6dbdd-hb8rk,node-221,2026-03-24 13:28:00
openclaw-gateway,reviews-v1,2026-03-24 13:28:00
productpage-v1,reviews-v1,2026-03-24 13:28:00
unknown,reviews-v1,2026-03-24 13:28:00
unknown,productpage-v1,2026-03-24 13:28:00
openclaw-gateway,reviews-v2,2026-03-24 13:28:00
unknown,reviews-v2,2026-03-24 13:28:00
openclaw-gateway,reviews-v3,2026-03-24 13:28:00
productpage-v1,reviews-v3,2026-03-24 13:28:00
unknown,reviews-v3,2026-03-24 13:28:00
details-v1-bf9f794fb-zxrkg,node-219,2026-03-24 13:28:00
productpage-v1-649f4b6b86-h6nsx,node-219,2026-03-24 13:28:00
reviews-v1-665cdc9c56-bnc58,node-219,2026-03-24 13:28:00
reviews-v2-78f7489cc8-kfj2q,node-219,2026-03-24 13:28:00
productpage-v1,reviews-v2,2026-03-24 13:28:00
unknown,details-v1,2026-03-24 13:28:00
reviews-v3-7778f74db8-bk7k6,node-219,2026-03-24 13:28:00
productpage-v1,details-v1,2026-03-24 13:28:00
productpage-v1,details-v1,2026-03-24 13:28:05
unknown,reviews-v3,2026-03-24 13:28:05
productpage-v1,reviews-v3,2026-03-24 13:28:05
openclaw-gateway,reviews-v3,2026-03-24 13:28:05
unknown,reviews-v2,2026-03-24 13:28:05
productpage-v1,reviews-v2,2026-03-24 13:28:05
openclaw-gateway,reviews-v2,2026-03-24 13:28:05
unknown,productpage-v1,2026-03-24 13:28:05
unknown,reviews-v1,2026-03-24 13:28:05
openclaw-gateway,ratings-v1,2026-03-24 13:28:05
productpage-v1,reviews-v1,2026-03-24 13:28:05
openclaw-gateway,reviews-v1,2026-03-24 13:28:05
ratings-v1-5f7bb6dbdd-hb8rk,node-221,2026-03-24 13:28:05
unknown,ratings-v1,2026-03-24 13:28:05
reviews-v3,ratings-v1,2026-03-24 13:28:05
unknown,details-v1,2026-03-24 13:28:05
details-v1-bf9f794fb-zxrkg,node-219,2026-03-24 13:28:05
reviews-v2,ratings-v1,2026-03-24 13:28:05
openclaw-gateway,details-v1,2026-03-24 13:28:05
productpage-v1-649f4b6b86-h6nsx,node-219,2026-03-24 13:28:05
reviews-v3-7778f74db8-bk7k6,node-219,2026-03-24 13:28:05
reviews-v2-78f7489cc8-kfj2q,node-219,2026-03-24 13:28:05
reviews-v1-665cdc9c56-bnc58,node-219,2026-03-24 13:28:05
reviews-v1-665cdc9c56-bnc58,node-219,2026-03-24 13:28:10
details-v1-bf9f794fb-zxrkg,node-219,2026-03-24 13:28:10
unknown,productpage-v1,2026-03-24 13:28:10
reviews-v3-7778f74db8-bk7k6,node-219,2026-03-24 13:28:10
openclaw-gateway,ratings-v1,2026-03-24 13:28:10
unknown,reviews-v1,2026-03-24 13:28:10
openclaw-gateway,reviews-v1,2026-03-24 13:28:10
reviews-v2-78f7489cc8-kfj2q,node-219,2026-03-24 13:28:10
ratings-v1-5f7bb6dbdd-hb8rk,node-221,2026-03-24 13:28:10
unknown,ratings-v1,2026-03-24 13:28:10
reviews-v3,ratings-v1,2026-03-24 13:28:10
productpage-v1,details-v1,2026-03-24 13:28:10
productpage-v1,reviews-v1,2026-03-24 13:28:10
openclaw-gateway,reviews-v2,2026-03-24 13:28:10
unknown,reviews-v2,2026-03-24 13:28:10
productpage-v1,reviews-v2,2026-03-24 13:28:10
unknown,details-v1,2026-03-24 13:28:10
unknown,reviews-v3,2026-03-24 13:28:10
productpage-v1,reviews-v3,2026-03-24 13:28:10
openclaw-gateway,reviews-v3,2026-03-24 13:28:10
productpage-v1-649f4b6b86-h6nsx,node-219,2026-03-24 13:28:10
openclaw-gateway,details-v1,2026-03-24 13:28:10
reviews-v2,ratings-v1,2026-03-24 13:28:10
unknown,reviews-v2,2026-03-24 13:28:15
reviews-v2,ratings-v1,2026-03-24 13:28:15
unknown,reviews-v3,2026-03-24 13:28:15
openclaw-gateway,details-v1,2026-03-24 13:28:15
reviews-v3,ratings-v1,2026-03-24 13:28:15
reviews-v2-78f7489cc8-kfj2q,node-219,2026-03-24 13:28:15
reviews-v1-665cdc9c56-bnc58,node-219,2026-03-24 13:28:15
unknown,ratings-v1,2026-03-24 13:28:15
productpage-v1,reviews-v2,2026-03-24 13:28:15
productpage-v1,reviews-v3,2026-03-24 13:28:15
reviews-v3-7778f74db8-bk7k6,node-219,2026-03-24 13:28:15
openclaw-gateway,reviews-v2,2026-03-24 13:28:15
openclaw-gateway,reviews-v1,2026-03-24 13:28:15
openclaw-gateway,reviews-v3,2026-03-24 13:28:15
productpage-v1,reviews-v1,2026-03-24 13:28:15
productpage-v1-649f4b6b86-h6nsx,node-219,2026-03-24 13:28:15
ratings-v1-5f7bb6dbdd-hb8rk,node-221,2026-03-24 13:28:15
details-v1-bf9f794fb-zxrkg,node-219,2026-03-24 13:28:15
unknown,reviews-v1,2026-03-24 13:28:15
productpage-v1,details-v1,2026-03-24 13:28:15
unknown,details-v1,2026-03-24 13:28:15
openclaw-gateway,ratings-v1,2026-03-24 13:28:15
openclaw-gateway,details-v1,2026-03-24 13:28:20
productpage-v1,details-v1,2026-03-24 13:28:20
reviews-v2-78f7489cc8-kfj2q,node-219,2026-03-24 13:28:20
reviews-v3,ratings-v1,2026-03-24 13:28:20
unknown,ratings-v1,2026-03-24 13:28:20
details-v1-bf9f794fb-zxrkg,node-219,2026-03-24 13:28:20
ratings-v1-5f7bb6dbdd-hb8rk,node-221,2026-03-24 13:28:20
reviews-v2,ratings-v1,2026-03-24 13:28:20
openclaw-gateway,reviews-v1,2026-03-24 13:28:20
openclaw-gateway,ratings-v1,2026-03-24 13:28:20
productpage-v1,reviews-v1,2026-03-24 13:28:20
unknown,reviews-v1,2026-03-24 13:28:20
reviews-v1-665cdc9c56-bnc58,node-219,2026-03-24 13:28:20
reviews-v3-7778f74db8-bk7k6,node-219,2026-03-24 13:28:20
unknown,reviews-v2,2026-03-24 13:28:20
unknown,details-v1,2026-03-24 13:28:20
openclaw-gateway,reviews-v2,2026-03-24 13:28:20
