source,destination,timestamp
reviews-v3-7778f74db8-bk7k6,node-219,2026-03-24 13:20:00
unknown,ratings-v1,2026-03-24 13:20:00
openclaw-gateway,reviews-v1,2026-03-24 13:20:00
reviews-v2-78f7489cc8-kfj2q,node-219,2026-03-24 13:20:00
reviews-v2,ratings-v1,2026-03-24 13:20:00
unknown,reviews-v1,2026-03-24 13:20:00
ratings-v1-5f7bb6dbdd-hb8rk,node-221,2026-03-24 13:20:00
openclaw-gateway,ratings-v1,2026-03-24 13:20:00
reviews-v3,ratings-v1,2026-03-24 13:20:00
productpage-v1,reviews-v1,2026-03-24 13:20:00
reviews-v1-665cdc9c56-bnc58,node-219,2026-03-24 13:20:00
details-v1-bf9f794fb-zxrkg,node-219,2026-03-24 13:20:00
productpage-v1-649f4b6b86-h6nsx,node-219,2026-03-24 13:20:00
ratings-v1-5f7bb6dbdd-hb8rk,node-221,2026-03-24 13:20:05
productpage-v1,reviews-v3,2026-03-24 13:20:05
productpage-v1,reviews-v1,2026-03-24 13:20:05
details-v1-bf9f794fb-zxrkg,node-219,2026-03-24 13:20:05
reviews-v1-665cdc9c56-bnc58,node-219,2026-03-24 13:20:05
reviews-v3,ratings-v1,2026-03-24 13:20:05
reviews-v2-78f7489cc8-kfj2q,node-219,2026-03-24 13:20:05
reviews-v3-7778f74db8-bk7k6,node-219,2026-03-24 13:20:05
unknown,reviews-v3,2026-03-24 13:20:05
productpage-v1-649f4b6b86-h6nsx,node-219,2026-03-24 13:20:05
openclaw-gateway,reviews-v1,2026-03-24 13:20:05
unknown,reviews-v1,2026-03-24 13:20:05
openclaw-gateway,reviews-v3,2026-03-24 13:20:05
productpage-v1-649f4b6b86-h6nsx,node-219,2026-03-24 13:20:10
reviews-v2,ratings-v1,2026-03-24 13:20:10
unknown,reviews-v1,2026-03-24 13:20:10
openclaw-gateway,reviews-v2,2026-03-24 13:20:10
reviews-v2-78f7489cc8-kfj2q,node-219,2026-03-24 13:20:10
reviews-v3,ratings-v1,2026-03-24 13:20:10
details-v1-bf9f794fb-zxrkg,node-219,2026-03-24 13:20:10
productpage-v1,reviews-v2,2026-03-24 13:20:10
unknown,reviews-v3,2026-03-24 13:20:10
unknown,reviews-v2,2026-03-24 13:20:10
ratings-v1-5f7bb6dbdd-hb8rk,node-221,2026-03-24 13:20:10
reviews-v3-7778f74db8-bk7k6,node-219,2026-03-24 13:20:10
productpage-v1,reviews-v3,2026-03-24 13:20:10
reviews-v1-665cdc9c56-bnc58,node-219,2026-03-24 13:20:10
openclaw-gateway,reviews-v1,2026-03-24 13:20:10
productpage-v1,reviews-v1,2026-03-24 13:20:10
openclaw-gateway,reviews-v3,2026-03-24 13:20:10
ratings-v1-5f7bb6dbdd-hb8rk,node-221,2026-03-24 13:20:15
openclaw-gateway,reviews-v1,2026-03-24 13:20:15
unknown,reviews-v1,2026-03-24 13:20:15
details-v1-bf9f794fb-zxrkg,node-219,2026-03-24 13:20:15
productpage-v1-649f4b6b86-h6nsx,node-219,2026-03-24 13:20:15
reviews-v2,ratings-v1,2026-03-24 13:20:15
reviews-v3,ratings-v1,2026-03-24 13:20:15
openclaw-gateway,reviews-v3,2026-03-24 13:20:15
openclaw-gateway,reviews-v2,2026-03-24 13:20:15
productpage-v1,reviews-v1,2026-03-24 13:20:15
productpage-v1,reviews-v2,2026-03-24 13:20:15
reviews-v1-665cdc9c56-bnc58,node-219,2026-03-24 13:20:15
unknown,reviews-v3,2026-03-24 13:20:15
reviews-v3-7778f74db8-bk7k6,node-219,2026-03-24 13:20:15
unknown,reviews-v2,2026-03-24 13:20:15
productpage-v1,reviews-v3,2026-03-24 13:20:15
reviews-v2-78f7489cc8-kfj2q,node-219,2026-03-24 13:20:15
reviews-v3,ratings-v1,2026-03-24 13:20:20
unknown,ratings-v1,2026-03-24 13:20:20
productpage-v1-649f4b6b86-h6nsx,node-219,2026-03-24 13:20:20
details-v1-bf9f794fb-zxrkg,node-219,2026-03-24 13:20:20
reviews-v3-7778f74db8-bk7k6,node-219,2026-03-24 13:20:20
ratings-v1-5f7bb6dbdd-hb8rk,node-221,2026-03-24 13:20:20
openclaw-gateway,reviews-v1,2026-03-24 13:20:20
reviews-v2-78f7489cc8-kfj2q,node-219,2026-03-24 13:20:20
productpage-v1,reviews-v1,2026-03-24 13:20:20
productpage-v1,reviews-v3,2026-03-24 13:20:20
unknown,reviews-v2,2026-03-24 13:20:20
unknown,reviews-v3,2026-03-24 13:20:20
productpage-v1,reviews-v2,2026-03-24 13:20:20
openclaw-gateway,reviews-v3,2026-03-24 13:20:20
openclaw-gateway,reviews-v2,2026-03-24 13:20:20
openclaw-gateway,ratings-v1,2026-03-24 13:20:20
unknown,reviews-v1,2026-03-24 13:20:20
reviews-v2,ratings-v1,2026-03-24 13:20:20
reviews-v1-665cdc9c56-bnc58,node-219,2026-03-24 13:20:20
reviews-v1-665cdc9c56-bnc58,node-219,2026-03-24 13:20:25
reviews-v3-7778f74db8-bk7k6,node-219,2026-03-24 13:20:25
unknown,ratings-v1,2026-03-24 13:20:25
