timestamp,details-v1-bf9f794fb-zxrkg_cpu,productpage-v1-649f4b6b86-h6nsx_cpu,ratings-v1-5f7bb6dbdd-hb8rk_cpu,reviews-v1-665cdc9c56-bnc58_cpu,reviews-v2-78f7489cc8-kfj2q_cpu,reviews-v3-7778f74db8-bk7k6_cpu,details-v1-bf9f794fb-zxrkg_memory,productpage-v1-649f4b6b86-h6nsx_memory,ratings-v1-5f7bb6dbdd-hb8rk_memory,reviews-v1-665cdc9c56-bnc58_memory,reviews-v2-78f7489cc8-kfj2q_memory,reviews-v3-7778f74db8-bk7k6_memory,ratings-v1-5f7bb6dbdd-hb8rk_network,reviews-v1-665cdc9c56-bnc58_network,reviews-v3-7778f74db8-bk7k6_network,reviews-v2-78f7489cc8-kfj2q_network,productpage-v1-649f4b6b86-h6nsx_network,details-v1-bf9f794fb-zxrkg_network
2026-03-24 10:55:00,15.530840199999929,114.53079436667697,3.143123933333314,4.06338013332667,6.49477826667256,12.137914999993882,22.966272,292.63872,23.957504,115.666944,121.46688,125.882368,1222.667777777778,705.7877777777778,298.1377777777777,1391.2899999999997,19899.804444444442,870.25
2026-03-24 10:55:05,33.476545100000024,199.63532339999497,8.938414966666684,9.56559853332995,17.920971133329054,9.42207776667298,23.453696,292.47488,23.732224,115.687424,121.38496,125.882368,1253.1600000000003,369.92111111111114,1510.6177777777777,2049.071111111111,31305.404444444444,3214.8900000000003
2026-03-24 10:55:10,33.476545100000024,199.63532339999497,8.93841496666668,9.56559853332995,17.920971133329054,9.42207776667298,23.453696,292.47488,23.732224,115.687424,121.38496,125.882368,1253.1599999999999,369.92111111111114,1510.6177777777777,2049.071111111111,31305.404444444444,3214.8900000000003
2026-03-24 10:55:15,33.476545100000024,199.63532339999497,8.93841496666668,9.56559853332995,17.920971133329054,9.42207776667298,23.453696,292.47488,23.732224,115.687424,121.38496,125.882368,1253.1599999999999,369.92111111111114,1510.6177777777777,2049.071111111111,31305.404444444444,3214.8900000000003
2026-03-24 10:55:20,33.476545100000024,199.63532339999497,8.93841496666668,9.56559853332995,17.920971133329054,9.42207776667298,23.453696,292.47488,23.732224,115.687424,121.38496,125.882368,1253.1599999999999,369.92111111111114,1510.6177777777777,2049.071111111111,31305.404444444444,3214.8900000000003
2026-03-24 10:55:25,33.476545100000024,199.63532339999497,8.93841496666668,9.56559853332995,17.920971133329054,9.42207776667298,23.453696,292.47488,23.732224,115.687424,121.38496,125.882368,1253.1599999999999,369.92111111111114,1510.6177777777777,2049.071111111111,31305.404444444444,3214.8900000000003
2026-03-24 10:55:30,33.476545100000024,199.63532339999497,8.93841496666668,9.56559853332995,17.920971133329054,9.42207776667298,23.453696,292.47488,23.732224,115.687424,121.38496,125.882368,1253.1599999999999,369.92111111111114,1510.6177777777777,2049.071111111111,31305.404444444444,3214.8900000000003
2026-03-24 10:55:35,12.951361866666625,129.52812186666355,11.99917020000001,5.1007744000041075,21.986208133330365,13.600734800002101,23.662592,292.49536,25.444352,115.687424,121.421824,125.882368,345.9600000000002,1030.41,3264.217777777778,806.56,30403.734444444446,220.0277777777778
2026-03-24 10:55:40,12.951361866666625,129.52812186666355,11.999170200000009,5.1007744000041075,21.986208133330365,13.600734800002101,23.662592,292.49536,25.444352,115.687424,121.421824,125.882368,345.96000000000004,1030.41,3264.217777777778,806.56,30403.734444444446,220.0277777777778
2026-03-24 10:55:45,12.951361866666625,129.52812186666355,11.999170200000009,5.1007744000041075,21.986208133330365,13.600734800002101,23.662592,292.49536,25.444352,115.687424,121.421824,125.882368,345.96000000000004,1030.41,3264.217777777778,806.56,30403.734444444446,220.0277777777778
2026-03-24 10:55:50,12.951361866666625,129.52812186666355,11.999170200000009,5.1007744000041075,21.986208133330365,13.600734800002101,23.662592,292.49536,25.444352,115.687424,121.421824,125.882368,345.96000000000004,1030.41,3264.217777777778,806.56,30403.734444444446,220.0277777777778
2026-03-24 10:55:55,12.951361866666625,129.52812186666355,11.999170200000009,5.1007744000041075,21.986208133330365,13.600734800002101,23.662592,292.49536,25.444352,115.687424,121.421824,125.882368,345.96000000000004,1030.41,3264.217777777778,806.56,30403.734444444446,220.0277777777778
2026-03-24 10:56:00,12.951361866666625,129.52812186666355,11.999170200000009,5.1007744000041075,21.986208133330365,13.600734800002101,23.662592,292.49536,25.444352,115.687424,121.421824,125.882368,345.96000000000004,1030.41,3264.217777777778,806.56,30403.734444444446,220.0277777777778
2026-03-24 10:56:05,32.16423926666666,153.43396266666787,15.645614000000016,10.73180416666825,10.14322920000268,24.505546066666284,23.687168,294.699008,25.772032,115.679232,121.458688,125.730816,1586.6944444444453,946.5877777777778,1594.6711111111108,1592.01,30601.67111111111,3032.3377777777782
2026-03-24 10:56:10,32.16423926666666,153.43396266666787,15.645614000000013,10.73180416666825,10.14322920000268,24.505546066666284,23.687168,294.699008,25.772032,115.679232,121.458688,125.730816,1586.6944444444446,946.5877777777778,1594.6711111111108,1592.01,30601.67111111111,3032.3377777777782
2026-03-24 10:56:15,32.16423926666666,153.43396266666787,15.645614000000013,10.73180416666825,10.14322920000268,24.505546066666284,23.687168,294.699008,25.772032,115.679232,121.458688,125.730816,1586.6944444444446,946.5877777777778,1594.6711111111108,1592.01,30601.67111111111,3032.3377777777782
