timestamp,details-v1-bf9f794fb-zxrkg_cpu,productpage-v1-649f4b6b86-h6nsx_cpu,ratings-v1-5f7bb6dbdd-hb8rk_cpu,reviews-v1-665cdc9c56-bnc58_cpu,reviews-v2-78f7489cc8-kfj2q_cpu,reviews-v3-7778f74db8-bk7k6_cpu,details-v1-bf9f794fb-zxrkg_memory,productpage-v1-649f4b6b86-h6nsx_memory,ratings-v1-5f7bb6dbdd-hb8rk_memory,reviews-v1-665cdc9c56-bnc58_memory,reviews-v2-78f7489cc8-kfj2q_memory,reviews-v3-7778f74db8-bk7k6_memory,ratings-v1-5f7bb6dbdd-hb8rk_network,reviews-v1-665cdc9c56-bnc58_network,details-v1-bf9f794fb-zxrkg_network,reviews-v3-7778f74db8-bk7k6_network,reviews-v2-78f7489cc8-kfj2q_network,productpage-v1-649f4b6b86-h6nsx_network
2026-03-24 10:46:00,8.025235133333375,42.63340060000095,2.6855889000000133,14.674846466671926,9.938560033333488,21.407787933336902,21.25824,291.67616,23.175168,110.415872,114.909184,120.856576,541.3377777777778,366.08444444444444,655.3600000000001,2168.4544444444446,774.6944444444443,8698.67111111111
2026-03-24 10:46:05,12.716087533333287,98.95688753334373,2.334617800000002,32.84829206666775,19.47245623334008,20.832429566659506,21.868544,291.713024,23.003136,112.746496,114.909184,120.774656,1672.8100000000004,498.7777777777777,793.3611111111112,1041.1377777777777,515.29,12499.24
2026-03-24 10:46:10,12.716087533333287,98.95688753334373,2.3346178000000015,32.84829206666775,19.47245623334008,20.832429566659506,21.868544,291.713024,23.003136,112.746496,114.909184,120.774656,1672.81,498.7777777777777,793.3611111111112,1041.1377777777777,515.29,12499.24
2026-03-24 10:46:15,12.716087533333287,98.95688753334373,2.3346178000000015,32.84829206666775,19.47245623334008,20.832429566659506,21.868544,291.713024,23.003136,112.746496,114.909184,120.774656,1672.81,498.7777777777777,793.3611111111112,1041.1377777777777,515.29,12499.24
2026-03-24 10:46:20,12.716087533333287,98.95688753334373,2.3346178000000015,32.84829206666775,19.47245623334008,20.832429566659506,21.868544,291.713024,23.003136,112.746496,114.909184,120.774656,1672.81,498.7777777777777,793.3611111111112,1041.1377777777777,515.29,12499.24
2026-03-24 10:46:25,12.716087533333287,98.95688753334373,2.3346178000000015,32.84829206666775,19.47245623334008,20.832429566659506,21.868544,291.713024,23.003136,112.746496,114.909184,120.774656,1672.81,498.7777777777777,793.3611111111112,1041.1377777777777,515.29,12499.24
2026-03-24 10:46:30,12.716087533333287,98.95688753334373,2.3346178000000015,32.84829206666775,19.47245623334008,20.832429566659506,21.868544,291.713024,23.003136,112.746496,114.909184,120.774656,1672.81,498.7777777777777,793.3611111111112,1041.1377777777777,515.29,12499.24
2026-03-24 10:46:35,16.911344800000037,124.35497563333229,7.357286533333342,20.795152299994395,64.9872711666679,19.906794533335415,21.89312,291.762176,23.097344,112.754688,114.958336,120.774656,492.84000000000015,516.8044444444445,1640.25,316.84000000000003,1185.6544444444442,14859.61
2026-03-24 10:46:40,16.911344800000037,124.35497563333229,7.35728653333334,20.795152299994395,64.9872711666679,19.906794533335415,21.89312,291.762176,23.097344,112.754688,114.958336,120.774656,492.84,516.8044444444445,1640.25,316.84000000000003,1185.6544444444442,14859.61
2026-03-24 10:46:45,16.911344800000037,124.35497563333229,7.35728653333334,20.795152299994395,64.9872711666679,19.906794533335415,21.89312,291.762176,23.097344,112.754688,114.958336,120.774656,492.84,516.8044444444445,1640.25,316.84000000000003,1185.6544444444442,14859.61
2026-03-24 10:46:50,16.911344800000037,124.35497563333229,7.35728653333334,20.795152299994395,64.9872711666679,19.906794533335415,21.89312,291.762176,23.097344,112.754688,114.958336,120.774656,492.84,516.8044444444445,1640.25,316.84000000000003,1185.6544444444442,14859.61
2026-03-24 10:46:55,16.911344800000037,124.35497563333229,7.35728653333334,20.795152299994395,64.9872711666679,19.906794533335415,21.89312,291.762176,23.097344,112.754688,114.958336,120.774656,492.84,516.8044444444445,1640.25,316.84000000000003,1185.6544444444442,14859.61
2026-03-24 10:47:00,16.911344800000037,124.35497563333229,7.35728653333334,20.795152299994395,64.9872711666679,19.906794533335415,21.89312,291.762176,23.097344,112.754688,114.958336,120.774656,492.84,516.8044444444445,1640.25,316.84000000000003,1185.6544444444442,14859.61
2026-03-24 10:47:05,18.276601966666682,72.1774813999976,7.767512766666675,15.008049699993839,33.707322033327124,36.85323946666964,22.07744,291.794944,23.588864,112.758784,114.966528,120.819712,1162.8100000000006,459.3877777777778,1255.521111111111,2523.387777777778,1744.4544444444443,16315.804444444444
2026-03-24 10:47:10,18.276601966666682,72.1774813999976,7.767512766666673,15.008049699993839,33.707322033327124,36.85323946666964,22.07744,291.794944,23.588864,112.758784,114.966528,120.819712,1162.8100000000002,459.3877777777778,1255.521111111111,2523.387777777778,1744.4544444444443,16315.804444444444
2026-03-24 10:47:15,18.276601966666682,72.1774813999976,7.767512766666673,15.008049699993839,33.707322033327124,36.85323946666964,22.07744,291.794944,23.588864,112.758784,114.966528,120.819712,1162.8100000000002,459.3877777777778,1255.521111111111,2523.387777777778,1744.4544444444443,16315.804444444444
2026-03-24 10:47:20,18.276601966666682,72.1774813999976,7.767512766666673,15.008049699993839,33.707322033327124,36.85323946666964,22.07744,291.794944,23.588864,112.758784,114.966528,120.819712,1162.8100000000002,459.3877777777778,1255.521111111111,2523.387777777778,1744.4544444444443,16315.804444444444
2026-03-24 10:47:25,18.276601966666682,72.1774813999976,7.767512766666673,15.008049699993839,33.707322033327124,36.85323946666964,22.07744,291.794944,23.588864,112.758784,114.966528,120.819712,1162.8100000000002,459.3877777777778,1255.521111111111,2523.387777777778,1744.4544444444443,16315.804444444444
2026-03-24 10:47:30,18.276601966666682,72.1774813999976,7.767512766666673,15.008049699993839,33.707322033327124,36.85323946666964,22.07744,291.794944,23.588864,112.758784,114.966528,120.819712,1162.8100000000002,459.3877777777778,1255.521111111111,2523.387777777778,1744.4544444444443,16315.804444444444
2026-03-24 10:47:35,14.152821433333312,126.22808306665925,7.621367733333323,24.81261730000976,156.8990782666636,45.12560419999924,21.979136,291.868672,23.3472,112.779264,115.392512,120.868864,932.284444444445,456.5344444444445,940.4444444444446,1260.25,767.29,14665.21
2026-03-24 10:47:40,14.152821433333312,126.22808306665925,7.6213677333333205,24.81261730000976,156.8990782666636,45.12560419999924,21.979136,291.868672,23.3472,112.779264,115.392512,120.868864,932.2844444444445,456.5344444444445,940.4444444444446,1260.25,767.29,14665.21
2026-03-24 10:47:45,14.152821433333312,126.22808306665925,7.6213677333333205,24.81261730000976,156.8990782666636,45.12560419999924,21.979136,291.868672,23.3472,112.779264,115.392512,120.868864,932.2844444444445,456.5344444444445,940.4444444444446,1260.25,767.29,14665.21
2026-03-24 10:47:50,14.152821433333312,126.22808306665925,7.6213677333333205,24.81261730000976,156.8990782666636,45.12560419999924,21.979136,291.868672,23.3472,112.779264,115.392512,120.868864,932.2844444444445,456.5344444444445,940.4444444444446,1260.25,767.29,14665.21
2026-03-24 10:47:55,14.152821433333312,126.22808306665925,7.6213677333333205,24.81261730000976,156.8990782666636,45.12560419999924,21.979136,291.868672,23.3472,112.779264,115.392512,120.868864,932.2844444444445,456.5344444444445,940.4444444444446,1260.25,767.29,14665.21
2026-03-24 10:48:00,14.152821433333312,126.22808306665925,7.6213677333333205,24.81261730000976,156.8990782666636,45.12560419999924,21.979136,291.868672,23.3472,112.779264,115.392512,120.868864,932.2844444444445,456.5344444444445,940.4444444444446,1260.25,767.29,14665.21
2026-03-24 10:48:05,18.184095533333355,115.25779970000562,12.213963900000026,19.04673079999763,175.69505666666979,44.163377900000945,22.245376,291.930112,23.42912,112.787456,115.87584,120.963072,791.4844444444448,501.75999999999993,1181.0677777777778,338.55999999999995,930.25,20986.351111111115
2026-03-24 10:48:10,18.184095533333355,115.25779970000562,12.213963900000024,19.04673079999763,175.69505666666979,44.163377900000945,22.245376,291.930112,23.42912,112.787456,115.87584,120.963072,791.4844444444444,501.75999999999993,1181.0677777777778,338.55999999999995,930.25,20986.351111111115
2026-03-24 10:48:15,18.184095533333355,115.25779970000562,12.213963900000024,19.04673079999763,175.69505666666979,44.163377900000945,22.245376,291.930112,23.42912,112.787456,115.87584,120.963072,791.4844444444444,501.75999999999993,1181.0677777777778,338.55999999999995,930.25,20986.351111111115
2026-03-24 10:48:20,18.184095533333355,115.25779970000562,12.213963900000024,19.04673079999763,175.69505666666979,44.163377900000945,22.245376,291.930112,23.42912,112.787456,115.87584,120.963072,791.4844444444444,501.75999999999993,1181.0677777777778,338.55999999999995,930.25,20986.351111111115
